invoice_number,sale_date,sale_type,salesperson,customer,product,material_type,quantity,price
INV-00084,2024-11-14,credit,Geetika Vig,"Ghose, Dalal and Dutt Stores",Yarn Roll,yarn,4,90
INV-00084,2024-11-14,credit,Geetika Vig,"Ghose, Dalal and Dutt Stores",Cotton Fabric,cotton,10,120
INV-00084,2024-11-14,credit,Geetika Vig,"Ghose, Dalal and Dutt Stores",Silk Fabric,silk,9,350
INV-00084,2024-11-14,credit,Geetika Vig,"Ghose, Dalal and Dutt Stores",Wool Fabric,wool,10,200
INV-00085,2026-11-10,cash,Faras Parmer,"Swaminathan, Dass and Sandhu Distributors",Nylon Fabric,nylon,8,180
INV-00085,2026-11-10,cash,Faras Parmer,"Swaminathan, Dass and Sandhu Distributors",Nylon Fabric,nylon,13,180
INV-00085,2026-11-10,cash,Faras Parmer,"Swaminathan, Dass and Sandhu Distributors",Yarn Roll,yarn,19,90
INV-00086,2024-01-09,cash,Christopher Sridhar,Sahni-Shukla Distributors,Nylon Fabric,nylon,5,180
INV-00086,2024-01-09,cash,Christopher Sridhar,Sahni-Shukla Distributors,Polyester Sheet,polyester,25,150
INV-00086,2024-01-09,cash,Christopher Sridhar,Sahni-Shukla Distributors,Cotton Fabric,cotton,20,120
INV-00086,2024-01-09,cash,Christopher Sridhar,Sahni-Shukla Distributors,Cotton Fabric,cotton,16,120
INV-00087,2026-11-30,credit,Ishwar Patla,Garg-Hora Textiles,Cotton Fabric,cotton,1,120
INV-00087,2026-11-30,credit,Ishwar Patla,Garg-Hora Textiles,Yarn Roll,yarn,22,90
INV-00088,2024-04-19,credit,Patrick Bala,"Aurora, Verma and Chaudhry Textiles",Polyester Sheet,polyester,24,150
INV-00088,2024-04-19,credit,Patrick Bala,"Aurora, Verma and Chaudhry Textiles",Nylon Fabric,nylon,8,180
INV-00088,2024-04-19,credit,Patrick Bala,"Aurora, Verma and Chaudhry Textiles",Nylon Fabric,nylon,4,180
INV-00089,2026-05-11,credit,Ronith Mahal,"Raghavan, Cheema and Dhawan Textiles",Silk Fabric,silk,4,350
INV-00089,2026-05-11,credit,Ronith Mahal,"Raghavan, Cheema and Dhawan Textiles",Yarn Roll,yarn,3,90
INV-00089,2026-05-11,credit,Ronith Mahal,"Raghavan, Cheema and Dhawan Textiles",Polyester Sheet,polyester,13,150
INV-00089,2026-05-11,credit,Ronith Mahal,"Raghavan, Cheema and Dhawan Textiles",Polyester Sheet,polyester,14,150
INV-00090,2026-03-12,credit,Patrick Bala,Saran and Sons Distributors,Cotton Fabric,cotton,19,120
INV-00090,2026-03-12,credit,Patrick Bala,Saran and Sons Distributors,Wool Fabric,wool,4,200
INV-00091,2026-05-20,cash,Raksha Kapadia,Chatterjee-Salvi Textiles,Silk Fabric,silk,4,350
INV-00091,2026-05-20,cash,Raksha Kapadia,Chatterjee-Salvi Textiles,Nylon Fabric,nylon,21,180
INV-00091,2026-05-20,cash,Raksha Kapadia,Chatterjee-Salvi Textiles,Wool Fabric,wool,4,200
INV-00092,2026-08-17,credit,Kashvi Vohra,"Wali, Borde and Ratti Mart",Wool Fabric,wool,14,200
INV-00092,2026-08-17,credit,Kashvi Vohra,"Wali, Borde and Ratti Mart",Nylon Fabric,nylon,20,180
INV-00093,2024-03-26,cash,Ethan Das,"Mahal, Lalla and Wagle Distributors",Polyester Sheet,polyester,17,150
INV-00093,2024-03-26,cash,Ethan Das,"Mahal, Lalla and Wagle Distributors",Cotton Fabric,cotton,16,120
INV-00093,2024-03-26,cash,Ethan Das,"Mahal, Lalla and Wagle Distributors",Cotton Fabric,cotton,3,120
INV-00093,2024-03-26,cash,Ethan Das,"Mahal, Lalla and Wagle Distributors",Cotton Fabric,cotton,19,120
INV-00094,2024-12-19,credit,Nikita Rajan,Gupta-Ahuja Enterprises,Wool Fabric,wool,11,200
INV-00094,2024-12-19,credit,Nikita Rajan,Gupta-Ahuja Enterprises,Cotton Fabric,cotton,25,120
INV-00094,2024-12-19,credit,Nikita Rajan,Gupta-Ahuja Enterprises,Polyester Sheet,polyester,19,150
INV-00095,2024-01-31,cash,Ronith Mahal,"Venkataraman, Dora and Bose Distributors",Polyester Sheet,polyester,20,150
INV-00095,2024-01-31,cash,Ronith Mahal,"Venkataraman, Dora and Bose Distributors",Yarn Roll,yarn,16,90
INV-00096,2026-10-05,credit,Forum Dhaliwal,Dalal Group Textiles,Yarn Roll,yarn,7,90
INV-00096,2026-10-05,credit,Forum Dhaliwal,Dalal Group Textiles,Silk Fabric,silk,20,350
INV-00096,2026-10-05,credit,Forum Dhaliwal,Dalal Group Textiles,Wool Fabric,wool,4,200
INV-00097,2026-07-31,cash,Ishwar Patla,Radhakrishnan LLC Retailers,Silk Fabric,silk,17,350
INV-00097,2026-07-31,cash,Ishwar Patla,Radhakrishnan LLC Retailers,Polyester Sheet,polyester,19,150
INV-00097,2026-07-31,cash,Ishwar Patla,Radhakrishnan LLC Retailers,Nylon Fabric,nylon,5,180
INV-00097,2026-07-31,cash,Ishwar Patla,Radhakrishnan LLC Retailers,Silk Fabric,silk,12,350
INV-00098,2024-08-16,credit,Gopal Vaidya,"Bali, Lanka and Handa Mart",Cotton Fabric,cotton,23,120
INV-00098,2024-08-16,credit,Gopal Vaidya,"Bali, Lanka and Handa Mart",Silk Fabric,silk,13,350
INV-00098,2024-08-16,credit,Gopal Vaidya,"Bali, Lanka and Handa Mart",Nylon Fabric,nylon,13,180
INV-00099,2025-07-30,cash,Hitesh Kala,"Rajagopal, Ghosh and Mahajan Mart",Nylon Fabric,nylon,13,180
INV-00099,2025-07-30,cash,Hitesh Kala,"Rajagopal, Ghosh and Mahajan Mart",Silk Fabric,silk,6,350
INV-00100,2025-01-02,credit,Kashvi Vohra,"Tak, Modi and Borde Textiles",Cotton Fabric,cotton,6,120
INV-00100,2025-01-02,credit,Kashvi Vohra,"Tak, Modi and Borde Textiles",Silk Fabric,silk,8,350
INV-00100,2025-01-02,credit,Kashvi Vohra,"Tak, Modi and Borde Textiles",Polyester Sheet,polyester,14,150
INV-00100,2025-01-02,credit,Kashvi Vohra,"Tak, Modi and Borde Textiles",Cotton Fabric,cotton,13,120
INV-00101,2026-12-15,cash,Ronith Mahal,Hayre Inc Retailers,Silk Fabric,silk,21,350
INV-00101,2026-12-15,cash,Ronith Mahal,Hayre Inc Retailers,Polyester Sheet,polyester,14,150
INV-00102,2026-10-05,credit,Rehaan Chada,"Muni, Balay and Nanda Stores",Wool Fabric,wool,5,200
INV-00102,2026-10-05,credit,Rehaan Chada,"Muni, Balay and Nanda Stores",Polyester Sheet,polyester,2,150
INV-00103,2025-03-16,credit,Samarth Ratta,Bava-Gala Enterprises,Cotton Fabric,cotton,1,120
INV-00103,2025-03-16,credit,Samarth Ratta,Bava-Gala Enterprises,Silk Fabric,silk,21,350
INV-00104,2026-12-06,credit,Forum Dhaliwal,Bandi-Suri Distributors,Silk Fabric,silk,4,350
INV-00104,2026-12-06,credit,Forum Dhaliwal,Bandi-Suri Distributors,Polyester Sheet,polyester,7,150
INV-00104,2026-12-06,credit,Forum Dhaliwal,Bandi-Suri Distributors,Cotton Fabric,cotton,10,120
INV-00105,2025-11-22,credit,Urmi Gandhi,Sule Inc Mart,Nylon Fabric,nylon,21,180
INV-00105,2025-11-22,credit,Urmi Gandhi,Sule Inc Mart,Wool Fabric,wool,13,200
INV-00106,2025-12-08,cash,Manya Soni,Bahri Inc Stores,Polyester Sheet,polyester,22,150
INV-00106,2025-12-08,cash,Manya Soni,Bahri Inc Stores,Silk Fabric,silk,9,350
INV-00107,2025-06-20,credit,Lakshit Nath,Ganguly-Bali Fabrics,Cotton Fabric,cotton,19,120
INV-00107,2025-06-20,credit,Lakshit Nath,Ganguly-Bali Fabrics,Wool Fabric,wool,9,200
INV-00107,2025-06-20,credit,Lakshit Nath,Ganguly-Bali Fabrics,Cotton Fabric,cotton,19,120
INV-00108,2024-02-20,credit,Theodore Misra,Hora-Kadakia Traders,Wool Fabric,wool,7,200
INV-00108,2024-02-20,credit,Theodore Misra,Hora-Kadakia Traders,Silk Fabric,silk,1,350
INV-00109,2026-08-04,credit,Geetika Vig,Kapur-Krishna Retailers,Yarn Roll,yarn,13,90
INV-00109,2026-08-04,credit,Geetika Vig,Kapur-Krishna Retailers,Nylon Fabric,nylon,11,180
INV-00110,2024-09-05,credit,Manya Soni,"Dhawan, Bail and Bajwa Retailers",Polyester Sheet,polyester,12,150
INV-00110,2024-09-05,credit,Manya Soni,"Dhawan, Bail and Bajwa Retailers",Silk Fabric,silk,10,350
INV-00111,2024-09-08,cash,Keya Rajagopal,Mall and Sons Fabrics,Cotton Fabric,cotton,10,120
INV-00111,2024-09-08,cash,Keya Rajagopal,Mall and Sons Fabrics,Yarn Roll,yarn,4,90
INV-00111,2024-09-08,cash,Keya Rajagopal,Mall and Sons Fabrics,Nylon Fabric,nylon,12,180
INV-00112,2024-03-05,credit,Geetika Vig,"Misra, Kari and Dalal Fabrics",Cotton Fabric,cotton,11,120
INV-00112,2024-03-05,credit,Geetika Vig,"Misra, Kari and Dalal Fabrics",Cotton Fabric,cotton,1,120
INV-00112,2024-03-05,credit,Geetika Vig,"Misra, Kari and Dalal Fabrics",Yarn Roll,yarn,23,90
INV-00112,2024-03-05,credit,Geetika Vig,"Misra, Kari and Dalal Fabrics",Wool Fabric,wool,13,200
INV-00113,2026-09-23,cash,Manya Soni,Ganesan-Bora Traders,Yarn Roll,yarn,24,90
INV-00113,2026-09-23,cash,Manya Soni,Ganesan-Bora Traders,Polyester Sheet,polyester,20,150
INV-00113,2026-09-23,cash,Manya Soni,Ganesan-Bora Traders,Nylon Fabric,nylon,23,180
INV-00114,2024-03-26,cash,Kashvi Vohra,Viswanathan Group Distributors,Yarn Roll,yarn,23,90
INV-00114,2024-03-26,cash,Kashvi Vohra,Viswanathan Group Distributors,Wool Fabric,wool,12,200
INV-00115,2026-08-03,credit,Ethan Das,Patel Ltd Traders,Wool Fabric,wool,19,200
INV-00115,2026-08-03,credit,Ethan Das,Patel Ltd Traders,Polyester Sheet,polyester,15,150
INV-00116,2024-11-20,cash,Madhavi Bhargava,Puri LLC Mart,Wool Fabric,wool,20,200
INV-00116,2024-11-20,cash,Madhavi Bhargava,Puri LLC Mart,Yarn Roll,yarn,13,90
INV-00116,2024-11-20,cash,Madhavi Bhargava,Puri LLC Mart,Wool Fabric,wool,10,200
INV-00117,2026-11-17,credit,Manya Soni,"Tata, Venkatesh and Deep Stores",Polyester Sheet,polyester,23,150
INV-00117,2026-11-17,credit,Manya Soni,"Tata, Venkatesh and Deep Stores",Yarn Roll,yarn,9,90
INV-00118,2026-12-15,cash,Hema Talwar,Rastogi Ltd Stores,Nylon Fabric,nylon,8,180
INV-00118,2026-12-15,cash,Hema Talwar,Rastogi Ltd Stores,Polyester Sheet,polyester,14,150
INV-00119,2025-03-07,credit,Hema Talwar,Ghosh-Chand Enterprises,Cotton Fabric,cotton,9,120
INV-00119,2025-03-07,credit,Hema Talwar,Ghosh-Chand Enterprises,Silk Fabric,silk,15,350
INV-00119,2025-03-07,credit,Hema Talwar,Ghosh-Chand Enterprises,Polyester Sheet,polyester,24,150
INV-00119,2025-03-07,credit,Hema Talwar,Ghosh-Chand Enterprises,Polyester Sheet,polyester,14,150
INV-00120,2026-07-04,credit,Yashodhara Sahni,Banerjee Group Enterprises,Polyester Sheet,polyester,14,150
INV-00120,2026-07-04,credit,Yashodhara Sahni,Banerjee Group Enterprises,Polyester Sheet,polyester,6,150
INV-00120,2026-07-04,credit,Yashodhara Sahni,Banerjee Group Enterprises,Wool Fabric,wool,8,200
INV-00120,2026-07-04,credit,Yashodhara Sahni,Banerjee Group Enterprises,Yarn Roll,yarn,24,90
INV-00121,2025-07-01,cash,Faris Dugar,Sarraf Group Retailers,Yarn Roll,yarn,21,90
INV-00121,2025-07-01,cash,Faris Dugar,Sarraf Group Retailers,Wool Fabric,wool,20,200
INV-00121,2025-07-01,cash,Faris Dugar,Sarraf Group Retailers,Silk Fabric,silk,16,350
INV-00122,2025-03-01,credit,Forum Dhaliwal,Mangat-Saha Traders,Silk Fabric,silk,2,350
INV-00122,2025-03-01,credit,Forum Dhaliwal,Mangat-Saha Traders,Silk Fabric,silk,16,350
INV-00123,2025-09-17,credit,Forum Dhaliwal,"Khosla, Sur and Sankar Mart",Polyester Sheet,polyester,9,150
INV-00123,2025-09-17,credit,Forum Dhaliwal,"Khosla, Sur and Sankar Mart",Silk Fabric,silk,15,350
INV-00124,2025-11-11,cash,Urmi Gandhi,"Saha, Dutt and Dua Textiles",Wool Fabric,wool,17,200
INV-00124,2025-11-11,cash,Urmi Gandhi,"Saha, Dutt and Dua Textiles",Wool Fabric,wool,9,200
INV-00125,2024-10-20,credit,Ronith Mahal,"Bali, Lanka and Handa Mart",Polyester Sheet,polyester,5,150
INV-00125,2024-10-20,credit,Ronith Mahal,"Bali, Lanka and Handa Mart",Nylon Fabric,nylon,10,180
INV-00125,2024-10-20,credit,Ronith Mahal,"Bali, Lanka and Handa Mart",Nylon Fabric,nylon,18,180
INV-00125,2024-10-20,credit,Ronith Mahal,"Bali, Lanka and Handa Mart",Wool Fabric,wool,22,200
INV-00126,2025-02-16,cash,Keya Rajagopal,"Das, Kale and Bains Retailers",Cotton Fabric,cotton,11,120
INV-00126,2025-02-16,cash,Keya Rajagopal,"Das, Kale and Bains Retailers",Wool Fabric,wool,24,200
INV-00127,2024-10-25,cash,Nikita Rajan,Dube LLC Retailers,Nylon Fabric,nylon,11,180
INV-00127,2024-10-25,cash,Nikita Rajan,Dube LLC Retailers,Yarn Roll,yarn,15,90
INV-00127,2024-10-25,cash,Nikita Rajan,Dube LLC Retailers,Polyester Sheet,polyester,20,150
INV-00128,2025-10-13,credit,Yashodhara Sahni,Soni and Sons Traders,Polyester Sheet,polyester,20,150
INV-00128,2025-10-13,credit,Yashodhara Sahni,Soni and Sons Traders,Nylon Fabric,nylon,9,180
INV-00128,2025-10-13,credit,Yashodhara Sahni,Soni and Sons Traders,Nylon Fabric,nylon,18,180
INV-00128,2025-10-13,credit,Yashodhara Sahni,Soni and Sons Traders,Nylon Fabric,nylon,4,180
INV-00129,2025-06-04,credit,Gopal Vaidya,"Buch, Bumb and Lala Stores",Wool Fabric,wool,19,200
INV-00129,2025-06-04,credit,Gopal Vaidya,"Buch, Bumb and Lala Stores",Wool Fabric,wool,15,200
INV-00129,2025-06-04,credit,Gopal Vaidya,"Buch, Bumb and Lala Stores",Polyester Sheet,polyester,22,150
INV-00129,2025-06-04,credit,Gopal Vaidya,"Buch, Bumb and Lala Stores",Cotton Fabric,cotton,12,120
INV-00130,2024-03-05,cash,Vasana Bera,Yohannan-Pant Retailers,Yarn Roll,yarn,18,90
INV-00130,2024-03-05,cash,Vasana Bera,Yohannan-Pant Retailers,Silk Fabric,silk,7,350
INV-00130,2024-03-05,cash,Vasana Bera,Yohannan-Pant Retailers,Nylon Fabric,nylon,2,180
INV-00130,2024-03-05,cash,Vasana Bera,Yohannan-Pant Retailers,Polyester Sheet,polyester,8,150
INV-00131,2025-06-22,credit,Inaya Banik,Venkatesh and Sons Stores,Wool Fabric,wool,3,200
INV-00131,2025-06-22,credit,Inaya Banik,Venkatesh and Sons Stores,Polyester Sheet,polyester,1,150
INV-00131,2025-06-22,credit,Inaya Banik,Venkatesh and Sons Stores,Polyester Sheet,polyester,18,150
INV-00131,2025-06-22,credit,Inaya Banik,Venkatesh and Sons Stores,Wool Fabric,wool,11,200
INV-00132,2024-06-26,cash,Madhavi Bhargava,Yohannan-Pant Retailers,Yarn Roll,yarn,8,90
INV-00132,2024-06-26,cash,Madhavi Bhargava,Yohannan-Pant Retailers,Yarn Roll,yarn,8,90
INV-00132,2024-06-26,cash,Madhavi Bhargava,Yohannan-Pant Retailers,Wool Fabric,wool,2,200
INV-00133,2026-09-27,cash,Kashvi Vohra,Madan-Malhotra Textiles,Nylon Fabric,nylon,10,180
INV-00133,2026-09-27,cash,Kashvi Vohra,Madan-Malhotra Textiles,Nylon Fabric,nylon,4,180
INV-00133,2026-09-27,cash,Kashvi Vohra,Madan-Malhotra Textiles,Yarn Roll,yarn,9,90
INV-00133,2026-09-27,cash,Kashvi Vohra,Madan-Malhotra Textiles,Nylon Fabric,nylon,24,180
INV-00134,2024-02-05,cash,Irya Naik,"More, Dara and Mane Mart",Polyester Sheet,polyester,2,150
INV-00134,2024-02-05,cash,Irya Naik,"More, Dara and Mane Mart",Polyester Sheet,polyester,10,150
INV-00134,2024-02-05,cash,Irya Naik,"More, Dara and Mane Mart",Wool Fabric,wool,8,200
INV-00135,2026-04-24,cash,Gopal Vaidya,"Saraf, Chaudry and Minhas Retailers",Yarn Roll,yarn,12,90
INV-00135,2026-04-24,cash,Gopal Vaidya,"Saraf, Chaudry and Minhas Retailers",Polyester Sheet,polyester,16,150
INV-00136,2024-02-15,cash,Lakshit Nath,Swamy-Mangal Retailers,Wool Fabric,wool,15,200
INV-00136,2024-02-15,cash,Lakshit Nath,Swamy-Mangal Retailers,Yarn Roll,yarn,13,90
INV-00137,2026-09-08,credit,Manya Soni,Kadakia-Sanghvi Textiles,Polyester Sheet,polyester,22,150
INV-00137,2026-09-08,credit,Manya Soni,Kadakia-Sanghvi Textiles,Nylon Fabric,nylon,15,180
INV-00138,2026-08-14,cash,Varenya Padmanabhan,"Rout, Swamy and Nath Retailers",Polyester Sheet,polyester,4,150
INV-00138,2026-08-14,cash,Varenya Padmanabhan,"Rout, Swamy and Nath Retailers",Nylon Fabric,nylon,12,180
INV-00138,2026-08-14,cash,Varenya Padmanabhan,"Rout, Swamy and Nath Retailers",Wool Fabric,wool,16,200
INV-00139,2025-12-13,credit,Ishaan Krish,"Shere, Nigam and Srinivasan Retailers",Nylon Fabric,nylon,3,180
INV-00139,2025-12-13,credit,Ishaan Krish,"Shere, Nigam and Srinivasan Retailers",Polyester Sheet,polyester,17,150
INV-00139,2025-12-13,credit,Ishaan Krish,"Shere, Nigam and Srinivasan Retailers",Polyester Sheet,polyester,11,150
INV-00140,2025-09-08,credit,Irya Naik,Bedi-Parmar Textiles,Wool Fabric,wool,22,200
INV-00140,2025-09-08,credit,Irya Naik,Bedi-Parmar Textiles,Polyester Sheet,polyester,5,150
INV-00141,2024-08-17,credit,Geetika Vig,"Char, Dada and Apte Mart",Yarn Roll,yarn,18,90
INV-00141,2024-08-17,credit,Geetika Vig,"Char, Dada and Apte Mart",Polyester Sheet,polyester,16,150
INV-00142,2025-09-24,cash,Hitesh Kala,Banerjee Group Enterprises,Silk Fabric,silk,1,350
INV-00142,2025-09-24,cash,Hitesh Kala,Banerjee Group Enterprises,Yarn Roll,yarn,2,90
INV-00143,2025-05-02,cash,Yashodhara Sahni,"Saraf, Chaudry and Minhas Retailers",Yarn Roll,yarn,10,90
INV-00143,2025-05-02,cash,Yashodhara Sahni,"Saraf, Chaudry and Minhas Retailers",Wool Fabric,wool,19,200
INV-00143,2025-05-02,cash,Yashodhara Sahni,"Saraf, Chaudry and Minhas Retailers",Silk Fabric,silk,18,350
INV-00143,2025-05-02,cash,Yashodhara Sahni,"Saraf, Chaudry and Minhas Retailers",Silk Fabric,silk,22,350
INV-00144,2026-12-27,cash,Nikita Rajan,"Ramaswamy, Balay and Talwar Distributors",Cotton Fabric,cotton,14,120
INV-00144,2026-12-27,cash,Nikita Rajan,"Ramaswamy, Balay and Talwar Distributors",Silk Fabric,silk,18,350
INV-00144,2026-12-27,cash,Nikita Rajan,"Ramaswamy, Balay and Talwar Distributors",Silk Fabric,silk,9,350
INV-00144,2026-12-27,cash,Nikita Rajan,"Ramaswamy, Balay and Talwar Distributors",Yarn Roll,yarn,13,90
INV-00145,2024-03-22,cash,Varenya Padmanabhan,Dey-Nayak Distributors,Polyester Sheet,polyester,25,150
INV-00145,2024-03-22,cash,Varenya Padmanabhan,Dey-Nayak Distributors,Yarn Roll,yarn,4,90
INV-00146,2025-02-24,credit,Geetika Vig,"Vyas, Natarajan and Mann Textiles",Silk Fabric,silk,3,350
INV-00146,2025-02-24,credit,Geetika Vig,"Vyas, Natarajan and Mann Textiles",Cotton Fabric,cotton,5,120
INV-00147,2026-10-11,cash,Ishwar Patla,Pradhan LLC Mart,Cotton Fabric,cotton,2,120
INV-00147,2026-10-11,cash,Ishwar Patla,Pradhan LLC Mart,Nylon Fabric,nylon,6,180
INV-00148,2024-11-25,cash,Samarth Ratta,Sarin LLC Enterprises,Nylon Fabric,nylon,21,180
INV-00148,2024-11-25,cash,Samarth Ratta,Sarin LLC Enterprises,Silk Fabric,silk,20,350
INV-00149,2026-06-11,cash,Urmi Gandhi,Prasad-Chaudhari Distributors,Polyester Sheet,polyester,24,150
INV-00149,2026-06-11,cash,Urmi Gandhi,Prasad-Chaudhari Distributors,Nylon Fabric,nylon,23,180
INV-00150,2026-08-02,cash,Kashvi Vohra,Murty PLC Traders,Polyester Sheet,polyester,16,150
INV-00150,2026-08-02,cash,Kashvi Vohra,Murty PLC Traders,Cotton Fabric,cotton,18,120
INV-00151,2025-04-21,cash,Urmi Gandhi,Singh Group Textiles,Nylon Fabric,nylon,15,180
INV-00151,2025-04-21,cash,Urmi Gandhi,Singh Group Textiles,Cotton Fabric,cotton,17,120
INV-00151,2025-04-21,cash,Urmi Gandhi,Singh Group Textiles,Nylon Fabric,nylon,2,180
INV-00152,2024-01-28,cash,Geetika Vig,Parmer-Narang Stores,Nylon Fabric,nylon,21,180
INV-00152,2024-01-28,cash,Geetika Vig,Parmer-Narang Stores,Yarn Roll,yarn,25,90
INV-00153,2026-04-12,cash,Hitesh Kala,Doctor-Agarwal Retailers,Cotton Fabric,cotton,4,120
INV-00153,2026-04-12,cash,Hitesh Kala,Doctor-Agarwal Retailers,Wool Fabric,wool,16,200
INV-00153,2026-04-12,cash,Hitesh Kala,Doctor-Agarwal Retailers,Polyester Sheet,polyester,13,150
INV-00154,2025-05-13,credit,Samarth Ratta,Gara-Ramakrishnan Stores,Yarn Roll,yarn,4,90
INV-00154,2025-05-13,credit,Samarth Ratta,Gara-Ramakrishnan Stores,Cotton Fabric,cotton,24,120
INV-00155,2024-03-14,cash,Kashvi Vohra,"Varughese, Dani and Kata Fabrics",Polyester Sheet,polyester,16,150
INV-00155,2024-03-14,cash,Kashvi Vohra,"Varughese, Dani and Kata Fabrics",Polyester Sheet,polyester,3,150
INV-00155,2024-03-14,cash,Kashvi Vohra,"Varughese, Dani and Kata Fabrics",Polyester Sheet,polyester,22,150
INV-00156,2026-06-23,cash,Yashodhara Sahni,"Tailor, Dada and Doctor Stores",Nylon Fabric,nylon,15,180
INV-00156,2026-06-23,cash,Yashodhara Sahni,"Tailor, Dada and Doctor Stores",Polyester Sheet,polyester,24,150
INV-00156,2026-06-23,cash,Yashodhara Sahni,"Tailor, Dada and Doctor Stores",Silk Fabric,silk,3,350
INV-00156,2026-06-23,cash,Yashodhara Sahni,"Tailor, Dada and Doctor Stores",Silk Fabric,silk,5,350
INV-00157,2026-02-04,credit,Nikita Rajan,"Dewan, Loke and Basak Fabrics",Yarn Roll,yarn,7,90
INV-00157,2026-02-04,credit,Nikita Rajan,"Dewan, Loke and Basak Fabrics",Yarn Roll,yarn,17,90
INV-00157,2026-02-04,credit,Nikita Rajan,"Dewan, Loke and Basak Fabrics",Silk Fabric,silk,2,350
INV-00157,2026-02-04,credit,Nikita Rajan,"Dewan, Loke and Basak Fabrics",Cotton Fabric,cotton,14,120
INV-00158,2024-02-10,cash,Christopher Sridhar,"Badami, Nori and Muni Distributors",Nylon Fabric,nylon,3,180
INV-00158,2024-02-10,cash,Christopher Sridhar,"Badami, Nori and Muni Distributors",Cotton Fabric,cotton,12,120
INV-00159,2025-08-22,cash,Forum Dhaliwal,Mammen Inc Distributors,Nylon Fabric,nylon,17,180
INV-00159,2025-08-22,cash,Forum Dhaliwal,Mammen Inc Distributors,Wool Fabric,wool,5,200
INV-00160,2025-05-14,credit,Madhavi Bhargava,"Chandran, Banerjee and Rau Distributors",Wool Fabric,wool,18,200
INV-00160,2025-05-14,credit,Madhavi Bhargava,"Chandran, Banerjee and Rau Distributors",Nylon Fabric,nylon,9,180
INV-00161,2025-03-24,cash,Bakhshi Kala,"Sandal, Loyal and Mani Retailers",Nylon Fabric,nylon,11,180
INV-00161,2025-03-24,cash,Bakhshi Kala,"Sandal, Loyal and Mani Retailers",Yarn Roll,yarn,21,90
INV-00161,2025-03-24,cash,Bakhshi Kala,"Sandal, Loyal and Mani Retailers",Yarn Roll,yarn,15,90
INV-00162,2026-12-11,credit,Theodore Misra,Kapur LLC Mart,Polyester Sheet,polyester,14,150
INV-00162,2026-12-11,credit,Theodore Misra,Kapur LLC Mart,Wool Fabric,wool,14,200
INV-00163,2025-01-07,credit,Yashodhara Sahni,"Chakrabarti, Keer and Ramanathan Textiles",Cotton Fabric,cotton,23,120
INV-00163,2025-01-07,credit,Yashodhara Sahni,"Chakrabarti, Keer and Ramanathan Textiles",Yarn Roll,yarn,13,90
INV-00163,2025-01-07,credit,Yashodhara Sahni,"Chakrabarti, Keer and Ramanathan Textiles",Polyester Sheet,polyester,24,150
INV-00163,2025-01-07,credit,Yashodhara Sahni,"Chakrabarti, Keer and Ramanathan Textiles",Polyester Sheet,polyester,12,150
INV-00164,2025-04-29,credit,Lakshit Nath,Mane and Sons Textiles,Cotton Fabric,cotton,24,120
INV-00164,2025-04-29,credit,Lakshit Nath,Mane and Sons Textiles,Yarn Roll,yarn,15,90
INV-00164,2025-04-29,credit,Lakshit Nath,Mane and Sons Textiles,Yarn Roll,yarn,18,90
INV-00165,2025-07-27,credit,Ronith Mahal,Narain Inc Distributors,Polyester Sheet,polyester,7,150
INV-00165,2025-07-27,credit,Ronith Mahal,Narain Inc Distributors,Yarn Roll,yarn,9,90
INV-00165,2025-07-27,credit,Ronith Mahal,Narain Inc Distributors,Polyester Sheet,polyester,18,150
INV-00166,2025-09-04,credit,Lakshit Nath,Keer Ltd Traders,Wool Fabric,wool,21,200
INV-00166,2025-09-04,credit,Lakshit Nath,Keer Ltd Traders,Polyester Sheet,polyester,25,150
INV-00166,2025-09-04,credit,Lakshit Nath,Keer Ltd Traders,Wool Fabric,wool,1,200
INV-00166,2025-09-04,credit,Lakshit Nath,Keer Ltd Traders,Yarn Roll,yarn,20,90
INV-00167,2026-06-21,credit,Vasana Bera,Singh Group Textiles,Silk Fabric,silk,6,350
INV-00167,2026-06-21,credit,Vasana Bera,Singh Group Textiles,Nylon Fabric,nylon,24,180
INV-00168,2026-12-27,credit,Forum Dhaliwal,"Chad, Varty and Jhaveri Stores",Nylon Fabric,nylon,6,180
